"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000259219",85.3322659428796,5.25313764940771,0.9342852588162,5.62262713645271,1.8807505563051e-08,2.99639593852298e-06
"ENSG00000148826",62.0085927153517,4.32211573522185,0.724094158207159,5.96899683036155,2.38716749183134e-09,5.28576753418532e-07
"ENSG00000127129",110.210001403544,4.11119809999823,0.509174078408048,8.07424862014195,6.78934156844155e-16,1.24024297101506e-12
"ENSG00000167755",50.755417311008,3.92813367489946,1.05725617146678,3.71540387364189,0.000202879383307385,0.00424767809119501
"ENSG00000196565",54.0206051430719,3.78574672718743,1.15857872676027,3.26757831793917,0.00108471849870555,0.0144284673605123
"ENSG00000204655",154.40678262907,3.78472337082477,0.73018479610484,5.18324044956061,2.18063614870228e-07,2.1668986999367e-05
"ENSG00000187775",68.3348264940748,3.72016193088258,0.867601319664482,4.28787030006044,1.80394368723706e-05,0.00071768148036159
"ENSG00000205116",89.9096490880542,3.69528630512057,0.728478504198678,5.07260857228089,3.92399116438104e-07,3.5398275849546e-05
"ENSG00000170775",98.9778075942329,3.65082503972833,0.788211382673945,4.63178421420812,3.62527894574832e-06,0.000213055602599863
"ENSG00000123560",2408.69041875642,3.58979667886202,0.755830250106182,4.74947473769105,2.03945670290854e-06,0.000133552220779053
"ENSG00000237058",18.2857113422887,3.57758888170506,0.6492909552626,5.50999340543431,3.58847142521828e-08,5.07502465240064e-06
"ENSG00000240758",87.3625448192953,3.56809691060996,0.483758694197329,7.3757783651419,1.63387630336886e-13,1.55722619331081e-10
"ENSG00000168314",479.157843848506,3.56032001584156,0.663251661788666,5.36797752792664,7.9624471548129e-08,9.53796743610128e-06
"ENSG00000184144",584.132908606554,3.54118008938491,0.687580594888661,5.15020364988387,2.60203770135319e-07,2.49079774896783e-05
"ENSG00000197430",35.5386590863313,3.53887537440192,0.715535542086142,4.94577161615807,7.58428369820392e-07,5.85405221649042e-05
"ENSG00000132702",107.300087665336,3.53582466005362,0.758520326986545,4.66147647499544,3.1394895840148e-06,0.000191701256744257
"ENSG00000184221",59.8805423451687,3.50654707453266,0.599607800594796,5.84806780541256,4.97315842871028e-09,9.85833312585898e-07
"ENSG00000186529",27.7617695880823,3.37002663024439,0.591605461274333,5.69640892595087,1.22357203971051e-08,2.15681140139602e-06
"ENSG00000224924",32.5656511724862,3.36901141843015,0.703016375034651,4.79222325122099,1.64943210356691e-06,0.000112639255894985
"ENSG00000064787",185.045073976905,3.32402639710801,0.524046903153796,6.34299406618665,2.253421135945e-10,7.59957611093084e-08
"ENSG00000011426",228.023845991115,3.30043125964357,0.518592982765658,6.36420346847418,1.96305772473168e-10,6.94067554578117e-08
"ENSG00000179593",54.5214432610516,3.29156780343849,1.20887603604618,2.72283319818638,0.0064724728051299,0.0505524192768634
"ENSG00000100146",102.782928445235,3.23855335845345,0.769059374297905,4.21105764611479,2.5417786964054e-05,0.000930189162001718
"ENSG00000104833",289.355132771141,3.22257521362361,0.62389675581314,5.16523797182364,2.40133210524258e-07,2.32524389254903e-05
"ENSG00000289279",26.1021815706611,3.22093442244944,0.783331022030867,4.11184330999535,3.92512664606919e-05,0.00128999552036706
"ENSG00000081479",157.637418438007,3.18533305337586,0.709848687431386,4.48734090768288,7.2117627656531e-06,0.000366669418639618
"ENSG00000256654",15.585213682819,3.17679848319732,0.498215220039172,6.37635775749193,1.81349022987777e-10,6.62558655485845e-08
"ENSG00000205927",22.0727751011205,3.16635602595669,0.713136257727471,4.44004352835294,8.99406842619389e-06,0.000431852565128245
"ENSG00000118785",3043.24767701493,3.16187830723817,0.551725576867831,5.73088948529138,9.99053448379729e-09,1.79510251163377e-06
"ENSG00000172005",43.1407074864921,3.15285696850814,0.688279233535857,4.58078177415168,4.63241021107068e-06,0.000258389476429721
"ENSG00000169562",27.9630946356924,3.11511396699958,0.724943399361266,4.29704438959544,1.7309054321859e-05,0.00069876939187748
"ENSG00000015592",44.1023501024246,3.10076942924176,0.623026764301088,4.97694418107416,6.45959395701895e-07,5.20591026219899e-05
"ENSG00000237541",118.8682096609,3.1003915156755,0.835409807396537,3.71122231056579,0.000206260855930597,0.00429386915750676
"ENSG00000288575",75.1266425157476,3.09749210208874,1.04593859909395,2.96144735912027,0.00306196830764066,0.0298582772561347
"ENSG00000197971",6065.23864945626,3.09284569788278,0.531980099273082,5.81383721328856,6.10567916932912e-09,1.15026548289033e-06
"ENSG00000163736",30.0580066586465,3.08761435925563,0.641465217259669,4.81337768000247,1.48400448440601e-06,0.000102945766780583
"ENSG00000157851",84.5627353893346,3.0623394047673,0.634961911358653,4.82287102578278,1.4150647581238e-06,9.91042637790155e-05
"ENSG00000168481",85.242860302898,3.0621791495288,0.601845165920446,5.08798495514305,3.61888071546771e-07,3.29167984082023e-05
"ENSG00000115602",677.381492558228,3.05965994836232,0.759917716217987,4.02630427355985,5.66603607408352e-05,0.00169216862098072
"ENSG00000158865",49.0027582126367,3.05465384708603,0.600283142585949,5.08868837116921,3.60548529305887e-07,3.29167984082023e-05
"ENSG00000105695",220.15026487945,3.0525183062687,0.669051392552826,4.56245714491609,5.05584155366117e-06,0.000274329462123283
"ENSG00000207955",21.7113824924144,3.05195397604162,0.905009072509068,3.37229102861954,0.000745456322550602,0.0110712385139782
"ENSG00000260788",19.696463596397,3.04811618257052,0.837775847053196,3.63834335078053,0.000274397448391926,0.00532306766920303
"ENSG00000091513",1008.45803225432,3.0476680474065,0.613466529329143,4.96794511468993,6.76661070549723e-07,5.39384993728017e-05
"ENSG00000124253",137.268481871519,2.92112947256938,0.44300934891645,6.59383256744835,4.28615072648403e-11,2.08792689056126e-08
"ENSG00000147488",126.110223338165,2.89522705575294,0.544534198513953,5.31688746758989,1.05557304662752e-07,1.18826783083914e-05
"ENSG00000265763",37.8620195964284,2.8923365368451,0.640761511933958,4.5139049131016,6.36447608639524e-06,0.000329410524293107
"ENSG00000247627",914.219615699576,2.88668118153576,1.10692563713754,2.60783659234833,0.00911164396794641,0.0636103017265456
"ENSG00000258476",36.1615890596076,2.87703562124264,0.519629022324167,5.5367108025922,3.0820483035257e-08,4.50410539077246e-06
"ENSG00000179292",60.1657963993193,2.84825729107758,0.517129066529143,5.50782672146908,3.63290733673575e-08,5.10493344414003e-06
"ENSG00000284692",20.2703696779711,2.84749466331728,0.748792158520174,3.80278376438228,0.000143079233900978,0.00329804404452507
"ENSG00000196136",4564.96450181645,2.82189878955752,0.689599778656808,4.09208192475637,4.27517550500019e-05,0.00138066569239345
"ENSG00000183317",11.5295570436744,2.80169807652735,0.478432166383433,5.85599855817798,4.7415233056614e-09,9.67912823187243e-07
"ENSG00000115590",29.4082774708813,2.79969716272438,0.620810582978177,4.50974458150111,6.49057248370224e-06,0.00033320805483662
"ENSG00000065361",99.3505948738747,2.78855069265842,0.698885652954001,3.98999561784102,6.6074516007299e-05,0.00187862446873671
"ENSG00000196361",85.304287121378,2.77687176698076,0.552844859658851,5.02287706662283,5.0903128641443e-07,4.32499024398865e-05
"ENSG00000135245",880.618379935539,2.76879113700982,0.29625226920767,9.34605883159979,9.09745948124685e-21,9.97127046442061e-17
"ENSG00000159860",7.91364633164221,2.76189247352289,1.06602559758736,2.5908312893927,0.00957444168006184,0.0656905590199173
"ENSG00000279811",109.927455075578,2.74686136962898,0.557732099019321,4.92505519129862,8.4336546968447e-07,6.39702922524334e-05
"ENSG00000184811",26.7411928865011,2.73773457415019,0.530377187390817,5.16186336674554,2.44503730232587e-07,2.35077468001252e-05
"ENSG00000172508",336.118730386008,2.71938985059983,0.618146157670694,4.39926677025231,1.08617240022446e-05,0.00049811684488118
"ENSG00000204278",23.2940617380214,2.7112623459048,0.651621241830753,4.16079490945908,3.17141794553731e-05,0.00110001032886271
